Date,Department,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
3/30/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
3/30/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,92,4.7,80657.1
3/30/19,POLICE,POLICE,14137,40,0.3,56338.2
3/30/19,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
3/30/19,STREETS AND SANITATION,STREETSAN,2191,61,2.8,31818.4
3/30/19,TRANSPORTATION,TRANS,1144,11,1,8001.5
3/30/19,CITY TREASURER,TREASURER,25,0,0,0
3/30/19,WATER MANAGEMENT,WATER,1898,21,1.1,9826.5
4/6/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
4/6/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
4/6/19,AVIATION,AVIATION,1670,29,1.7,12939.1
4/6/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
4/6/19,BUILDINGS,BUILDINGS,269,1,0.4,757.5
4/6/19,CULTURAL AFFAIRS,CA,75,0,0,0
4/6/19,CHICAGO BOARD OF EDUCATION,CBOE,45919,2899,6.3,2370160.2
4/6/19,CITY COLLEGES OF CHICAGO,CCC,4972,272,5.5,184016
4/6/19,FIRE DEPARTMENT,CFD,4631,134,2.9,40950.8
4/6/19,CHICAGO HOUSING AUTHORITY,CHA,592,31,5.2,20091.8
4/6/19,CITY CLERK,CLERK,94,0,0,0
4/6/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
4/6/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,1,0.8,745.2
4/6/19,CITY COUNCIL,COUNCIL,377,4,1.1,1712.8
4/6/19,CHICAGO PARK DISTRICT,CPDT,3072,101,3.3,118176.5
4/6/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
4/6/19,CHICAGO TRANSIT AUTHORITY,CTA,11056,2386,21.6,2631661
4/6/19,DOIT,DOIT,100,0,0,0
4/6/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
4/6/19,BOARD OF ETHICS,ETHICS,8,0,0,0
4/6/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,2,0.3,310
4/6/19,FINANCE,FINANCE,586,7,1.2,4763.8
4/6/19,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
4/6/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
4/6/19,HOUSING,HOUSING,59,0,0,0
4/6/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
4/6/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
4/6/19,LAW,LAW,400,0,0,0
4/6/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
4/6/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
4/6/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
4/6/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1963,88,4.5,78840
4/6/19,POLICE,POLICE,14076,47,0.3,58891.4
4/6/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
4/6/19,STREETS AND SANITATION,STREETSAN,2209,53,2.4,28481.6
4/6/19,TRANSPORTATION,TRANS,1149,17,1.5,7425.4
4/6/19,CITY TREASURER,TREASURER,24,0,0,0
4/6/19,WATER MANAGEMENT,WATER,1901,22,1.2,9456.7
4/13/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
4/13/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
4/13/19,AVIATION,AVIATION,1670,26,1.6,11361.1
4/13/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
4/13/19,BUILDINGS,BUILDINGS,269,1,0.4,757.5
4/13/19,CULTURAL AFFAIRS,CA,75,0,0,0
4/13/19,CHICAGO BOARD OF EDUCATION,CBOE,45919,2862,6.2,2352569.2
4/13/19,CITY COLLEGES OF CHICAGO,CCC,4972,268,5.4,182157.4
4/13/19,FIRE DEPARTMENT,CFD,4631,134,2.9,41024
4/13/19,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,18510.1
4/13/19,CITY CLERK,CLERK,94,0,0,0
4/13/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
4/13/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
4/13/19,CITY COUNCIL,COUNCIL,377,4,1.1,1712.8
4/13/19,CHICAGO PARK DISTRICT,CPDT,3072,88,2.9,81318.3
4/13/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
4/13/19,CHICAGO TRANSIT AUTHORITY,CTA,11056,2364,21.4,2601699.7
4/13/19,DOIT,DOIT,100,0,0,0
4/13/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
4/13/19,BOARD OF ETHICS,ETHICS,8,0,0,0
4/13/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
4/13/19,FINANCE,FINANCE,586,5,0.9,4614.3
4/13/19,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
4/13/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
4/13/19,HOUSING,HOUSING,59,0,0,0
4/13/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
4/13/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
4/13/19,LAW,LAW,400,0,0,0
4/13/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
4/13/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
4/13/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
4/13/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1963,82,4.2,72355.3
4/13/19,POLICE,POLICE,14076,43,0.3,57081.7
4/13/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
4/13/19,STREETS AND SANITATION,STREETSAN,2209,28,1.3,17762.3
4/13/19,TRANSPORTATION,TRANS,1149,13,1.1,2555.1
4/13/19,CITY TREASURER,TREASURER,24,0,0,0
4/13/19,WATER MANAGEMENT,WATER,1901,18,0.9,8616.7
4/20/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
4/20/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
4/20/19,AVIATION,AVIATION,1670,23,1.4,10529.7
4/20/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
4/20/19,BUILDINGS,BUILDINGS,269,3,1.1,2726.7
4/20/19,CULTURAL AFFAIRS,CA,75,0,0,0
4/20/19,CHICAGO BOARD OF EDUCATION,CBOE,45919,2813,6.1,2314782.8
4/20/19,CITY COLLEGES OF CHICAGO,CCC,4972,261,5.2,179959.1
4/20/19,FIRE DEPARTMENT,CFD,4631,130,2.8,39213.7
4/20/19,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,18743.1
4/20/19,CITY CLERK,CLERK,94,0,0,0
4/20/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
4/20/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
4/20/19,CITY COUNCIL,COUNCIL,377,3,0.8,1312.8
4/20/19,CHICAGO PARK DISTRICT,CPDT,3072,82,2.7,76074.5
4/20/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
4/20/19,CHICAGO TRANSIT AUTHORITY,CTA,11056,2343,21.2,2582978
4/20/19,DOIT,DOIT,100,0,0,0
4/20/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
4/20/19,BOARD OF ETHICS,ETHICS,8,0,0,0
4/20/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
4/20/19,FINANCE,FINANCE,586,5,0.9,4614.3
4/20/19,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
4/20/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
4/20/19,HOUSING,HOUSING,59,0,0,0
4/20/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
4/20/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
4/20/19,LAW,LAW,400,1,0.2,636.9
4/20/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
4/20/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
4/20/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
4/20/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1963,70,3.6,62565.4
4/20/19,POLICE,POLICE,14076,41,0.3,56617.7
4/20/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
4/20/19,STREETS AND SANITATION,STREETSAN,2209,21,1,15820.6
4/20/19,TRANSPORTATION,TRANS,1149,14,1.2,3514.4
4/20/19,CITY TREASURER,TREASURER,24,0,0,0
4/20/19,WATER MANAGEMENT,WATER,1901,18,0.9,8616.7
4/27/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
4/27/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
4/27/19,AVIATION,AVIATION,1670,20,1.2,9529.7
4/27/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
4/27/19,BUILDINGS,BUILDINGS,269,2,0.7,1559.2
4/27/19,CULTURAL AFFAIRS,CA,75,0,0,0
4/27/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,2649,5.8,2111920.7
4/27/19,CITY COLLEGES OF CHICAGO,CCC,4979,258,5.2,179328.5
4/27/19,FIRE DEPARTMENT,CFD,4631,125,2.7,39282
4/27/19,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,18746.7
4/27/19,CITY CLERK,CLERK,94,0,0,0
4/27/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
4/27/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
4/27/19,CITY COUNCIL,COUNCIL,377,3,0.8,1090.9
4/27/19,CHICAGO PARK DISTRICT,CPDT,3072,72,2.3,59093.5
4/27/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
4/27/19,CHICAGO TRANSIT AUTHORITY,CTA,11056,2314,20.9,2544413.8
4/27/19,DOIT,DOIT,100,0,0,0
4/27/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
4/27/19,BOARD OF ETHICS,ETHICS,8,0,0,0
4/27/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
4/27/19,FINANCE,FINANCE,586,5,0.9,4618.7
4/27/19,FLEET AND FACILITY MGMT,FLEETFM,970,1,0.1,473.3
4/27/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
4/27/19,HOUSING,HOUSING,59,0,0,0
4/27/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
4/27/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
4/27/19,LAW,LAW,400,1,0.2,636.9
4/27/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
4/27/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
4/27/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
4/27/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1963,57,2.9,58577.3
4/27/19,POLICE,POLICE,14076,39,0.3,54767
4/27/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
4/27/19,STREETS AND SANITATION,STREETSAN,2209,18,0.8,13972.9
4/27/19,TRANSPORTATION,TRANS,1149,15,1.3,4873.9
4/27/19,CITY TREASURER,TREASURER,24,0,0,0
4/27/19,WATER MANAGEMENT,WATER,1901,18,0.9,8295.1
5/4/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
5/4/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
5/4/19,AVIATION,AVIATION,1670,19,1.1,9515.7
5/4/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
5/4/19,BUILDINGS,BUILDINGS,269,2,0.7,1559.2
5/4/19,CULTURAL AFFAIRS,CA,75,0,0,0
5/4/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,2626,5.8,2101917.7
5/4/19,CITY COLLEGES OF CHICAGO,CCC,4979,254,5.1,178202.1
5/4/19,FIRE DEPARTMENT,CFD,4631,125,2.7,38619.4
5/4/19,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,19116.7
5/4/19,CITY CLERK,CLERK,94,0,0,0
5/4/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
5/4/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,1956.2
5/4/19,CITY COUNCIL,COUNCIL,377,2,0.5,690.9
5/4/19,CHICAGO PARK DISTRICT,CPDT,3020,68,2.3,57068.1
5/4/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
5/4/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2212,20.1,2410208.8
5/4/19,DOIT,DOIT,100,0,0,0
5/4/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
5/4/19,BOARD OF ETHICS,ETHICS,8,0,0,0
5/4/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
5/4/19,FINANCE,FINANCE,586,5,0.9,4618.7
5/4/19,FLEET AND FACILITY MGMT,FLEETFM,970,1,0.1,473.3
5/4/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
5/4/19,HOUSING,HOUSING,59,0,0,0
5/4/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
5/4/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
5/4/19,LAW,LAW,400,1,0.2,636.9
5/4/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
5/4/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
5/4/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
5/4/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1963,57,2.9,58577.3
5/4/19,POLICE,POLICE,14076,40,0.3,57008.6
5/4/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
5/4/19,STREETS AND SANITATION,STREETSAN,2209,19,0.9,13869.1
5/4/19,TRANSPORTATION,TRANS,1149,16,1.4,5249.4
5/4/19,CITY TREASURER,TREASURER,24,0,0,0
5/4/19,WATER MANAGEMENT,WATER,1901,20,1.1,12883.9
5/11/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
5/11/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
5/11/19,AVIATION,AVIATION,1453,10,0.7,7245.6
5/11/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,2,1.2,530
5/11/19,BUILDINGS,BUILDINGS,266,2,0.8,1559.2
5/11/19,CULTURAL AFFAIRS,CA,74,0,0,0
5/11/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,2591,5.7,2078615.5
5/11/19,CITY COLLEGES OF CHICAGO,CCC,4979,249,5,176379.8
5/11/19,FIRE DEPARTMENT,CFD,4694,123,2.6,37992.5
5/11/19,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,19035.6
5/11/19,CITY CLERK,CLERK,96,0,0,0
5/11/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
5/11/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,1956.2
5/11/19,CITY COUNCIL,COUNCIL,372,2,0.5,690.9
5/11/19,CHICAGO PARK DISTRICT,CPDT,3020,69,2.3,57695.9
5/11/19,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,150.9
5/11/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2187,19.8,2389369.9
5/11/19,DOIT,DOIT,101,0,0,0
5/11/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,0,0,0
5/11/19,BOARD OF ETHICS,ETHICS,8,0,0,0
5/11/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,3,0.5,510
5/11/19,FINANCE,FINANCE,585,4,0.7,4009.4
5/11/19,FLEET AND FACILITY MGMT,FLEETFM,971,2,0.2,761
5/11/19,PUBLIC HEALTH,HEALTH,474,1,0.2,20
5/11/19,HOUSING,HOUSING,59,0,0,0
5/11/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
5/11/19,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
5/11/19,LAW,LAW,401,1,0.2,636.9
5/11/19,OFFICE OF THE MAYOR,MAYOR,73,0,0,0
5/11/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
5/11/19,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
5/11/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1970,55,2.8,58326.2
5/11/19,POLICE,POLICE,14072,38,0.3,57265.1
5/11/19,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
5/11/19,STREETS AND SANITATION,STREETSAN,2092,19,0.9,16871.8
5/11/19,TRANSPORTATION,TRANS,1241,20,1.6,6878.3
5/11/19,CITY TREASURER,TREASURER,24,0,0,0
5/11/19,WATER MANAGEMENT,WATER,1893,18,1,8228.8
5/18/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
5/18/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
5/18/19,AVIATION,AVIATION,1453,10,0.7,7557.6
5/18/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,2,1.2,530
5/18/19,BUILDINGS,BUILDINGS,266,2,0.8,1559.2
5/18/19,CULTURAL AFFAIRS,CA,74,0,0,0
5/18/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,2564,5.6,2054622.3
5/18/19,CITY COLLEGES OF CHICAGO,CCC,4979,247,5,175360.2
5/18/19,FIRE DEPARTMENT,CFD,4694,119,2.5,37101.2
5/18/19,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,19051.9
5/18/19,CITY CLERK,CLERK,96,0,0,0
5/18/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
5/18/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,1956.2
5/18/19,CITY COUNCIL,COUNCIL,372,1,0.3,300
5/18/19,CHICAGO PARK DISTRICT,CPDT,3020,66,2.2,56875.1
5/18/19,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,150.9
5/18/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2169,19.7,2404463.9
5/18/19,DOIT,DOIT,101,0,0,0
5/18/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,0,0,0
5/18/19,BOARD OF ETHICS,ETHICS,8,0,0,0
5/18/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,3,0.5,510
5/18/19,FINANCE,FINANCE,585,4,0.7,3366.4
5/18/19,FLEET AND FACILITY MGMT,FLEETFM,971,2,0.2,761
5/18/19,PUBLIC HEALTH,HEALTH,474,2,0.4,250.8
5/18/19,HOUSING,HOUSING,59,0,0,0
5/18/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
5/18/19,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
5/18/19,LAW,LAW,401,1,0.2,636.9
5/18/19,OFFICE OF THE MAYOR,MAYOR,73,0,0,0
5/18/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
5/18/19,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
5/18/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1970,56,2.8,58252.5
5/18/19,POLICE,POLICE,14072,37,0.3,56647.8
5/18/19,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
5/18/19,STREETS AND SANITATION,STREETSAN,2092,19,0.9,15544.3
5/18/19,TRANSPORTATION,TRANS,1241,19,1.5,6678.3
5/18/19,CITY TREASURER,TREASURER,24,0,0,0
5/18/19,WATER MANAGEMENT,WATER,1893,18,1,8550.4
5/25/19,ADMINISTRATIVE HEARING,AHMS,36,2,5.6,980.6
5/25/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,2,2.5,500
5/25/19,AVIATION,AVIATION,1453,44,3,30627.9
5/25/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,6,3.6,1456.6
5/25/19,BUILDINGS,BUILDINGS,266,7,2.6,3304.5
5/25/19,CULTURAL AFFAIRS,CA,74,1,1.4,200
5/25/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,3191,7,2519390.5
5/25/19,CITY COLLEGES OF CHICAGO,CCC,4979,305,6.1,236796.5
5/25/19,FIRE DEPARTMENT,CFD,4694,200,4.3,85901.9
5/25/19,CHICAGO HOUSING AUTHORITY,CHA,592,37,6.2,28494.3
5/25/19,CITY CLERK,CLERK,96,3,3.1,3046.1
5/25/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
5/25/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,1841.2
5/25/19,CITY COUNCIL,COUNCIL,372,10,2.7,3938.3
5/25/19,CHICAGO PARK DISTRICT,CPDT,3020,125,4.1,81790.8
5/25/19,CHICAGO PUBLIC LIBRARY,CPL,990,10,1,3666.1
5/25/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2488,22.6,2884293.4
5/25/19,DOIT,DOIT,101,2,2,535.3
5/25/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,1,0.9,200
5/25/19,BOARD OF ETHICS,ETHICS,8,0,0,0
5/25/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,14,2.2,8610.6
5/25/19,FINANCE,FINANCE,585,19,3.2,10493.9
5/25/19,FLEET AND FACILITY MGMT,FLEETFM,971,28,2.9,13505.9
5/25/19,PUBLIC HEALTH,HEALTH,474,13,2.7,5305.8
5/25/19,HOUSING,HOUSING,59,3,5.1,1897.2
5/25/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
5/25/19,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
5/25/19,LAW,LAW,401,3,0.7,1436.9
5/25/19,OFFICE OF THE MAYOR,MAYOR,73,0,0,0
5/25/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,1,3.6,244
5/25/19,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
5/25/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1970,91,4.6,78109.1
5/25/19,POLICE,POLICE,14072,205,1.5,138266.8
5/25/19,PROCUREMENT SERV,PROCUREMENT,87,4,4.6,3251
5/25/19,STREETS AND SANITATION,STREETSAN,2092,94,4.5,53539.2
5/25/19,TRANSPORTATION,TRANS,1241,52,4.2,31731.1
5/25/19,CITY TREASURER,TREASURER,24,1,4.2,1572
5/25/19,WATER MANAGEMENT,WATER,1893,65,3.4,34729.3
6/1/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
6/1/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
6/1/19,AVIATION,AVIATION,1453,41,2.8,29726.8
6/1/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,6,3.6,1456.6
6/1/19,BUILDINGS,BUILDINGS,266,7,2.6,3304.5
6/1/19,CULTURAL AFFAIRS,CA,74,0,0,0
6/1/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,3112,6.8,2317437.7
6/1/19,CITY COLLEGES OF CHICAGO,CCC,4979,301,6,233446.7
6/1/19,FIRE DEPARTMENT,CFD,4694,198,4.2,83144.6
6/1/19,CHICAGO HOUSING AUTHORITY,CHA,592,37,6.2,28394.3
6/1/19,CITY CLERK,CLERK,96,0,0,0
6/1/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
6/1/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,0,0,0
6/1/19,CITY COUNCIL,COUNCIL,372,7,1.9,2627.1
6/1/19,CHICAGO PARK DISTRICT,CPDT,3020,122,4,86179.1
6/1/19,CHICAGO PUBLIC LIBRARY,CPL,990,10,1,3666.1
6/1/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2440,22.1,2566018.3
6/1/19,DOIT,DOIT,101,0,0,0
6/1/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,1,0.9,200
6/1/19,BOARD OF ETHICS,ETHICS,8,0,0,0
6/1/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,16,2.5,8996.7
6/1/19,FINANCE,FINANCE,585,18,3.1,9976.5
6/1/19,FLEET AND FACILITY MGMT,FLEETFM,971,28,2.9,13584.4
6/1/19,PUBLIC HEALTH,HEALTH,474,15,3.2,6171.1
6/1/19,HOUSING,HOUSING,59,0,0,0
6/1/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
6/1/19,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
6/1/19,LAW,LAW,401,3,0.7,1436.9
6/1/19,OFFICE OF THE MAYOR,MAYOR,73,0,0,0
6/1/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
6/1/19,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
6/1/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,1970,93,4.7,79153.1
6/1/19,POLICE,POLICE,14072,194,1.4,118466.6
6/1/19,PROCUREMENT SERV,PROCUREMENT,87,4,4.6,3251
6/1/19,STREETS AND SANITATION,STREETSAN,2092,93,4.4,64333.1
6/1/19,TRANSPORTATION,TRANS,1241,50,4,30946.7
6/1/19,CITY TREASURER,TREASURER,24,0,0,0
6/1/19,WATER MANAGEMENT,WATER,1893,63,3.3,33537.7
6/8/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
6/8/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,78,0,0,0
6/8/19,AVIATION,AVIATION,1442,38,2.6,24335.3
6/8/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,5,3,1386.6
6/8/19,BUILDINGS,BUILDINGS,267,5,1.9,2654.5
6/8/19,CULTURAL AFFAIRS,CA,67,0,0,0
6/8/19,CHICAGO BOARD OF EDUCATION,CBOE,45521,3062,6.7,2289162.3
6/8/19,CITY COLLEGES OF CHICAGO,CCC,4979,298,6,230338.4
6/8/19,FIRE DEPARTMENT,CFD,4679,195,4.2,83922.5
6/8/19,CHICAGO HOUSING AUTHORITY,CHA,592,37,6.2,28198.7
6/8/19,CITY CLERK,CLERK,107,0,0,0
6/8/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,0,0,0
6/8/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,117,0,0,0
6/8/19,CITY COUNCIL,COUNCIL,369,7,1.9,2627.1
6/8/19,CHICAGO PARK DISTRICT,CPDT,3020,119,3.9,85702.4
6/8/19,CHICAGO PUBLIC LIBRARY,CPL,990,10,1,3666.1
6/8/19,CHICAGO TRANSIT AUTHORITY,CTA,11028,2422,22,2556450.9
6/8/19,DOIT,DOIT,103,1,1,100
6/8/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,113,1,0.9,200
6/8/19,BOARD OF ETHICS,ETHICS,8,0,0,0
6/8/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,15,2.4,8726.7
6/8/19,FINANCE,FINANCE,580,11,1.9,6368.6
6/8/19,FLEET AND FACILITY MGMT,FLEETFM,982,28,2.9,12883.5
